timestamp,Carrier,OriginCityName,OriginCountry,DestCityName,DestCountry,FlightTimeMin,AvgTicketPrice,Cancelled,FlightDelayType
"Oct 28, 2021 @ 14:24:41.000","Kibana Airlines",Zurich,CH,Zurich,CH,45,"$184.29",true,"Late Aircraft Delay"
"Oct 28, 2021 @ 14:22:14.000","Kibana Airlines",Durban,ZA,Memphis,US,"1,210.538","$277.19",true,"No Delay"
"Oct 28, 2021 @ 14:17:35.000",JetBeats,Stockholm,SE,Treviso,IT,"76.393","$279.93",false,"No Delay"
"Oct 28, 2021 @ 14:15:16.000","Kibana Airlines",Norfolk,US,Spokane,US,"197.988","$100.15",false,"No Delay"
"Oct 28, 2021 @ 14:10:00.000","Kibana Airlines",Quito,EC,Quito,EC,270,"$212.77",true,"Late Aircraft Delay"
"Oct 28, 2021 @ 14:09:08.000","ES-Air",Sydney,AU,Verona,IT,"1,458.598","$453.39",false,"Security Delay"
"Oct 28, 2021 @ 14:09:08.000","Logstash Airways",Bergamo,IT,Stockholm,SE,"187.439","$631.87",false,"Carrier Delay"
"Oct 28, 2021 @ 14:00:11.000","Logstash Airways",Bologna,IT,Osaka,JP,"738.115","$250.1",false,"No Delay"
"Oct 28, 2021 @ 13:59:21.000","Logstash Airways",Copenhagen,DK,Quito,EC,"840.248","$341.83",false,"No Delay"
"Oct 28, 2021 @ 13:56:06.000",JetBeats,London,GB,Newark,US,"373.731","$461.32",false,"No Delay"
"Oct 28, 2021 @ 13:54:15.000","ES-Air",Tokyo,JP,Belogorsk,RU,"122.384","$739.62",false,"No Delay"
"Oct 28, 2021 @ 13:43:12.000","Kibana Airlines",Winnipeg,CA,Winnipeg,CA,75,"$245.3",false,"Weather Delay"
"Oct 28, 2021 @ 13:35:45.000",JetBeats,Greenville,US,Pisa,IT,"646.453","$745.58",true,"Late Aircraft Delay"
"Oct 28, 2021 @ 13:31:40.000","ES-Air",Johannesburg,ZA,Belleville,US,"884.128","$888.39",true,"No Delay"
"Oct 28, 2021 @ 13:25:26.000","ES-Air",Bangalore,IN,"San Juan",PR,"817.786","$926.99",false,"No Delay"
"Oct 28, 2021 @ 13:25:02.000","Logstash Airways",Melbourne,AU,Pisa,IT,"769.648","$596.89",false,"No Delay"
"Oct 28, 2021 @ 13:25:02.000","Logstash Airways","Cape Town",ZA,Winnipeg,CA,"972.835","$482.28",false,"No Delay"
"Oct 28, 2021 @ 13:20:24.000","ES-Air","Jeju City",KR,Venice,IT,"795.57","$993.85",true,"Carrier Delay"
"Oct 28, 2021 @ 13:17:51.000","Kibana Airlines","Mexico City",MX,Moscow,RU,"563.525","$614.36",false,"No Delay"
"Oct 28, 2021 @ 13:14:32.000","ES-Air",Manchester,GB,Stockholm,SE,"78.859","$365.73",false,"No Delay"
"Oct 28, 2021 @ 13:11:38.000","Logstash Airways",Guangzhou,CN,London,GB,"677.375","$329.17",true,"No Delay"
"Oct 28, 2021 @ 13:09:03.000",JetBeats,Belogorsk,RU,Verona,IT,"724.1","$660.51",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 13:07:07.000","ES-Air",Greenville,US,"Kansas City",US,"57.717","$184.18",false,"No Delay"
"Oct 28, 2021 @ 12:57:04.000","Logstash Airways",Norfolk,US,Greensboro,US,"17.31","$147.97",false,"No Delay"
"Oct 28, 2021 @ 12:57:04.000",JetBeats,Atlanta,US,Portland,US,"174.79","$101.03",false,"No Delay"
"Oct 28, 2021 @ 12:53:53.000","ES-Air","Abu Dhabi",AE,Verona,IT,"303.268","$571.65",false,"No Delay"
"Oct 28, 2021 @ 12:53:53.000","Kibana Airlines",Tokoname,JP,Warsaw,PL,"609.746","$429.37",false,"No Delay"
"Oct 28, 2021 @ 12:50:36.000","ES-Air",Boston,US,Rome,IT,"365.879","$796.51",false,"No Delay"
"Oct 28, 2021 @ 12:44:11.000","Logstash Airways",Tulsa,US,Warsaw,PL,"864.407","$721.41",false,"Security Delay"
"Oct 28, 2021 @ 12:34:15.000",JetBeats,Adelaide,AU,Montreal,CA,"897.87","$781.74",true,"No Delay"
"Oct 28, 2021 @ 12:29:04.000","ES-Air",Bogota,CO,Bogota,CO,0,"$206.45",true,"No Delay"
"Oct 28, 2021 @ 12:29:04.000","Logstash Airways",Bergamo,IT,Warsaw,PL,"249.184","$763.72",true,"Late Aircraft Delay"
"Oct 28, 2021 @ 12:25:22.000","Logstash Airways","Buenos Aires",AR,Tokyo,JP,"1,529.867","$693.22",false,"No Delay"
"Oct 28, 2021 @ 12:20:35.000","Logstash Airways","Buenos Aires",AR,Winnipeg,CA,"482.439","$908.91",false,"No Delay"
"Oct 28, 2021 @ 12:09:13.000",JetBeats,Chengdu,CN,Belogorsk,RU,"190.755","$914.16",false,"No Delay"
"Oct 28, 2021 @ 11:58:40.000","ES-Air",Moline,US,Vienna,AT,"555.642","$691.58",false,"No Delay"
"Oct 28, 2021 @ 11:56:18.000","Kibana Airlines",Orlando,US,Sydney,AU,"836.683","$614.27",true,"No Delay"
"Oct 28, 2021 @ 11:56:18.000","Kibana Airlines",Vienna,AT,Winnipeg,CA,"495.749","$812.82",false,"No Delay"
"Oct 28, 2021 @ 11:55:54.000","Kibana Airlines","Xi'an",CN,Zurich,CH,"724.035","$359.2",false,"No Delay"
"Oct 28, 2021 @ 11:51:55.000","ES-Air",Milan,IT,Shanghai,CN,"537.093","$436.72",false,"No Delay"
"Oct 28, 2021 @ 11:51:06.000","Logstash Airways","Chitose / Tomakomai",JP,Warsaw,PL,"536.449","$702.07",true,"No Delay"
"Oct 28, 2021 @ 11:47:54.000","ES-Air",Olenegorsk,RU,Moscow,RU,"85.765","$195.37",false,"No Delay"
"Oct 28, 2021 @ 11:47:54.000","Logstash Airways",Madrid,ES,Chengdu,CN,"1,049.68","$963.21",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 11:31:39.000",JetBeats,"San Juan",PR,Olenegorsk,RU,"740.09","$275.68",false,"Security Delay"
"Oct 28, 2021 @ 11:31:39.000",JetBeats,Johannesburg,ZA,Orlando,US,"1,286.169","$885.18",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 11:23:59.000","Kibana Airlines",Gulfport,US,Vienna,AT,"573.535","$468.42",false,"No Delay"
"Oct 28, 2021 @ 11:23:09.000","ES-Air",Munich,DE,Tokyo,JP,"586.878","$303.62",false,"No Delay"
"Oct 28, 2021 @ 11:10:35.000","Logstash Airways",London,GB,"Xi'an",CN,"651.047","$903.33",false,"Weather Delay"
"Oct 28, 2021 @ 11:09:13.000",JetBeats,Copenhagen,DK,Shanghai,CN,"435.038","$656.31",false,"No Delay"
"Oct 28, 2021 @ 11:08:05.000","ES-Air",Tulsa,US,"Xi'an",CN,"736.131","$412.14",false,"No Delay"
"Oct 28, 2021 @ 11:05:42.000","Kibana Airlines",Shanghai,CN,Wichita,US,"1,159.048","$784.05",true,"NAS Delay"
"Oct 28, 2021 @ 11:05:42.000",JetBeats,Syracuse,US,Warsaw,PL,"663.517","$877.53",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 11:03:18.000","Kibana Airlines",Edmonton,CA,Erie,US,"527.822","$372.39",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 10:58:48.000",JetBeats,Edmonton,CA,Torino,IT,"595.954","$996.21",false,"No Delay"
"Oct 28, 2021 @ 10:57:04.000","Logstash Airways",Palermo,IT,Torino,IT,"47.457","$141.67",false,"No Delay"
"Oct 28, 2021 @ 10:51:34.000","Kibana Airlines",Genova,IT,Minneapolis,US,"440.519","$573.68",false,"No Delay"
"Oct 28, 2021 @ 10:46:00.000","ES-Air",Sydney,AU,Winnipeg,CA,"1,298.914","$468.42",true,"No Delay"
"Oct 28, 2021 @ 10:18:25.000","Logstash Airways",Jackson,US,Shanghai,CN,"643.396","$873.63",false,"No Delay"
"Oct 28, 2021 @ 10:13:33.000","Kibana Airlines",Bogota,CO,"Kansas City",US,"242.02","$451.91",false,"No Delay"
"Oct 28, 2021 @ 10:01:37.000","ES-Air",Bari,IT,Melbourne,AU,"1,136.687","$437.18",false,"NAS Delay"
"Oct 28, 2021 @ 09:57:09.000","ES-Air",Seoul,KR,Vienna,AT,"435.855","$362.25",false,"No Delay"
"Oct 28, 2021 @ 09:53:23.000","ES-Air",Cologne,DE,Bogota,CO,"428.251","$628.74",true,"No Delay"
"Oct 28, 2021 @ 09:51:41.000",JetBeats,Edmonton,CA,Johannesburg,ZA,"745.323","$590.62",false,"No Delay"
"Oct 28, 2021 @ 09:48:32.000","Kibana Airlines",London,GB,Pittsburgh,US,"547.058","$304.29",false,"No Delay"
"Oct 28, 2021 @ 09:37:08.000",JetBeats,Rome,IT,Naples,IT,"9.5","$144.69",false,"No Delay"
"Oct 28, 2021 @ 09:35:12.000",JetBeats,"Cape Town",ZA,Durban,ZA,"383.366","$196.78",false,"Security Delay"
"Oct 28, 2021 @ 09:31:06.000","ES-Air",Tokyo,JP,Zurich,CH,"1,023.663","$842.91",false,"Carrier Delay"
"Oct 28, 2021 @ 09:26:33.000","Kibana Airlines",Billings,US,Bologna,IT,"441.22","$929.37",false,"No Delay"
"Oct 28, 2021 @ 09:05:46.000","ES-Air",Lima,PE,"Chitose / Tomakomai",JP,"892.407","$680.05",true,"NAS Delay"
"Oct 28, 2021 @ 09:04:11.000","ES-Air",Bangalore,IN,"San Juan",PR,"1,226.679","$622.09",false,"No Delay"
"Oct 28, 2021 @ 09:04:11.000",JetBeats,Winnipeg,CA,Winnipeg,CA,0,"$158.82",false,"No Delay"
"Oct 28, 2021 @ 09:00:00.000","Logstash Airways",Quito,EC,"San Diego",US,"419.899","$464.83",false,"No Delay"
"Oct 28, 2021 @ 08:51:07.000","ES-Air","Mexico City",MX,Oslo,NO,"460.433","$816",false,"No Delay"
"Oct 28, 2021 @ 08:48:16.000",JetBeats,Pisa,IT,Moscow,RU,"123.787","$388.06",false,"No Delay"
"Oct 28, 2021 @ 08:48:16.000",JetBeats,Madrid,ES,"Buenos Aires",AR,"558.926","$999.01",false,"No Delay"
"Oct 28, 2021 @ 08:44:40.000","Kibana Airlines",Bari,IT,Hyderabad,IN,"582.578","$981.34",false,"No Delay"
"Oct 28, 2021 @ 08:39:17.000","ES-Air","Jebel Ali",AE,Seattle,US,"1,089.016","$652.16",false,"No Delay"
"Oct 28, 2021 @ 08:33:58.000",JetBeats,"Mexico City",MX,Naples,IT,"1,098.926","$691.74",false,"Security Delay"
"Oct 28, 2021 @ 08:33:27.000","ES-Air",Lima,PE,Torino,IT,"972.91","$589.03",false,"Security Delay"
"Oct 28, 2021 @ 08:31:00.000","ES-Air",Mumbai,IN,Treviso,IT,"446.209","$664.46",false,"No Delay"
"Oct 28, 2021 @ 08:29:28.000","Logstash Airways",Tokyo,JP,Treviso,IT,"700.853","$319.64",false,"Security Delay"
"Oct 28, 2021 @ 08:24:57.000","ES-Air","San Diego",US,Syracuse,US,"340.849","$210.25",false,"No Delay"
"Oct 28, 2021 @ 08:16:53.000","Kibana Airlines","Mexico City",MX,Montreal,CA,"360.257","$587.57",false,"NAS Delay"
"Oct 28, 2021 @ 08:05:57.000","Logstash Airways",Cagliari,IT,Pisa,IT,"42.066","$170.77",true,"No Delay"
"Oct 28, 2021 @ 08:03:53.000","Kibana Airlines",Tokyo,JP,Verona,IT,"856.292","$816.95",false,"Carrier Delay"
"Oct 28, 2021 @ 08:02:59.000","Logstash Airways",Pittsburgh,US,Warsaw,PL,"483.342","$629.18",false,"No Delay"
"Oct 28, 2021 @ 07:53:11.000","ES-Air",Indianapolis,US,Tokyo,JP,"613.515","$828.88",false,"No Delay"
"Oct 28, 2021 @ 07:53:08.000",JetBeats,Belogorsk,RU,"Xi'an",CN,"174.491","$738.06",true,"No Delay"
"Oct 28, 2021 @ 07:52:24.000","ES-Air",Cologne,DE,"Frankfurt am Main",DE,"8.078","$190.7",false,"No Delay"
"Oct 28, 2021 @ 07:51:48.000",JetBeats,Paris,FR,Helsinki,FI,"105.556","$570.8",false,"No Delay"
"Oct 28, 2021 @ 07:50:31.000","ES-Air",Phoenix,US,Verona,IT,"682.692","$536.04",false,"No Delay"
"Oct 28, 2021 @ 07:49:04.000",JetBeats,"Frankfurt am Main",DE,Ottawa,CA,"375.13","$321.3",true,"No Delay"
"Oct 28, 2021 @ 07:47:01.000","Logstash Airways",London,GB,"Chitose / Tomakomai",JP,"494.432","$408.84",false,"No Delay"
"Oct 28, 2021 @ 07:38:14.000","ES-Air","Mexico City",MX,Montreal,CA,"247.326","$888.7",false,"No Delay"
"Oct 28, 2021 @ 07:37:40.000","ES-Air",Tokyo,JP,Tokyo,JP,0,"$238.27",false,"No Delay"
"Oct 28, 2021 @ 07:36:36.000",JetBeats,Moscow,RU,Vienna,AT,"286.518","$509.03",false,"NAS Delay"
"Oct 28, 2021 @ 07:25:32.000","ES-Air",Stockholm,SE,Vienna,AT,"64.379","$311.07",false,"No Delay"
"Oct 28, 2021 @ 07:15:30.000",JetBeats,"San Juan",PR,Quito,EC,"403.518","$390.27",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 07:13:56.000","Logstash Airways",Seoul,KR,Warsaw,PL,"704.189","$774.9",false,"No Delay"
"Oct 28, 2021 @ 07:13:02.000","ES-Air",Edmonton,CA,"New Delhi",IN,"572.371","$347.47",false,"No Delay"
"Oct 28, 2021 @ 07:12:30.000","ES-Air",Manchester,GB,Tampa,US,"463.443","$990.46",false,"NAS Delay"
"Oct 28, 2021 @ 06:56:12.000","Kibana Airlines","San Juan",PR,Washington,US,"229.835","$489.11",false,"No Delay"
"Oct 28, 2021 @ 06:53:32.000",JetBeats,Edmonton,CA,Durban,ZA,"1,075.31","$626.17",false,"No Delay"
"Oct 28, 2021 @ 06:53:17.000","Kibana Airlines",Adelaide,AU,"Xi'an",CN,"637.219","$496.96",false,"No Delay"
"Oct 28, 2021 @ 06:45:17.000","Logstash Airways",Greenville,US,Sydney,AU,"798.72","$378.86",false,"No Delay"
"Oct 28, 2021 @ 06:40:13.000",JetBeats,Bogota,CO,Oslo,NO,"784.462","$720.76",false,"Carrier Delay"
"Oct 28, 2021 @ 06:40:13.000","ES-Air",Ottawa,CA,Zurich,CH,"307.335","$734.16",false,"No Delay"
"Oct 28, 2021 @ 06:40:08.000",JetBeats,Edmonton,CA,Olenegorsk,RU,"417.347","$959.47",false,"No Delay"
"Oct 28, 2021 @ 06:37:14.000","Logstash Airways",Venice,IT,Verona,IT,"111.059","$143.73",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 06:32:54.000","ES-Air",Seoul,KR,Bergamo,IT,"553.219","$374.65",false,"No Delay"
"Oct 28, 2021 @ 06:30:43.000","ES-Air",Zurich,CH,Zurich,CH,0,"$140.81",true,"No Delay"
"Oct 28, 2021 @ 06:30:38.000","Kibana Airlines",Seoul,KR,Lima,PE,"1,359.79","$927.36",false,"No Delay"
"Oct 28, 2021 @ 06:29:10.000",JetBeats,Bologna,IT,Shanghai,CN,"452.025","$698.16",false,"No Delay"
"Oct 28, 2021 @ 06:29:10.000",JetBeats,"Cape Town",ZA,Toronto,CA,"1,009.645","$738.31",false,"No Delay"
"Oct 28, 2021 @ 06:27:04.000","Logstash Airways",Cagliari,IT,Dublin,IE,"463.257","$805.69",false,"NAS Delay"
"Oct 28, 2021 @ 06:20:05.000",JetBeats,Barcelona,ES,Copenhagen,DK,"84.268","$860.82",false,"No Delay"
"Oct 28, 2021 @ 06:14:00.000",JetBeats,Pisa,IT,Verona,IT,"13.876","$214.85",false,"No Delay"
"Oct 28, 2021 @ 06:14:00.000",JetBeats,Copenhagen,DK,Quito,EC,"480.142","$605.7",false,"No Delay"
"Oct 28, 2021 @ 06:11:36.000","ES-Air",Hyderabad,IN,Verona,IT,"461.207","$333.91",false,"No Delay"
"Oct 28, 2021 @ 06:11:17.000","Logstash Airways",Huntsville,US,Melbourne,AU,"1,189.109","$318.09",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 06:05:23.000",JetBeats,Torino,IT,Belogorsk,RU,"989.25","$711.43",false,"Carrier Delay"
"Oct 28, 2021 @ 06:01:54.000","Kibana Airlines",Olenegorsk,RU,Hyderabad,IN,"608.731","$299.1",true,"Weather Delay"
"Oct 28, 2021 @ 05:59:48.000","Logstash Airways","San Juan",PR,Shanghai,CN,"722.812","$640.92",false,"No Delay"
"Oct 28, 2021 @ 05:55:50.000","Logstash Airways",Madrid,ES,London,GB,"67.494","$466.52",true,"No Delay"
"Oct 28, 2021 @ 05:50:09.000","Kibana Airlines",Madrid,ES,"Frankfurt am Main",DE,"71.17","$828.54",false,"No Delay"
"Oct 28, 2021 @ 05:42:09.000",JetBeats,Lima,PE,Moscow,RU,"789.1","$653.55",false,"No Delay"
"Oct 28, 2021 @ 05:42:05.000",JetBeats,Rome,IT,"Buenos Aires",AR,"556.737","$790.76",false,"No Delay"
"Oct 28, 2021 @ 05:42:05.000","Logstash Airways",Zurich,CH,Zurich,CH,0,"$195.33",false,"No Delay"
"Oct 28, 2021 @ 05:40:17.000","ES-Air",Belogorsk,RU,Wichita,US,"916.585","$849.76",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 05:33:07.000",JetBeats,Bangalore,IN,Milan,IT,"489.286","$416.78",false,"No Delay"
"Oct 28, 2021 @ 05:29:30.000","Logstash Airways",Verona,IT,"Xi'an",CN,"660.623","$359.27",false,"No Delay"
"Oct 28, 2021 @ 05:12:33.000","ES-Air",Oslo,NO,Hyderabad,IN,"593.916","$535.43",false,"Carrier Delay"
"Oct 28, 2021 @ 05:08:13.000","Logstash Airways",Milan,IT,Munich,DE,"391.301","$329",true,"Security Delay"
"Oct 28, 2021 @ 04:51:25.000","ES-Air",Durban,ZA,Vienna,AT,"757.506","$593.97",false,"Carrier Delay"
"Oct 28, 2021 @ 04:36:50.000","Logstash Airways",Zurich,CH,Zurich,CH,0,"$234.1",true,"No Delay"
"Oct 28, 2021 @ 04:27:30.000","ES-Air",Norfolk,US,Torino,IT,"484.884","$867.68",false,"No Delay"
"Oct 28, 2021 @ 04:25:16.000","Kibana Airlines",Rome,IT,Jackson,US,"454.005","$984.72",false,"No Delay"
"Oct 28, 2021 @ 04:20:55.000","Kibana Airlines",Rochester,US,"Salt Lake City",US,"351.89","$141.53",false,"Carrier Delay"
"Oct 28, 2021 @ 04:16:28.000",JetBeats,Quito,EC,"Chitose / Tomakomai",JP,"768.363","$779.6",false,"No Delay"
"Oct 28, 2021 @ 04:14:34.000","Kibana Airlines",Boston,US,"Xi'an",CN,"718.659","$298.59",false,"No Delay"
"Oct 28, 2021 @ 04:02:32.000","Logstash Airways","Abu Dhabi",AE,Copenhagen,DK,"242.847","$260.49",false,"No Delay"
"Oct 28, 2021 @ 03:42:52.000","Logstash Airways",Bogota,CO,Milan,IT,"942.025","$252.87",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 03:38:08.000","Logstash Airways",Catania,IT,Palermo,IT,"14.685","$143.02",false,"No Delay"
"Oct 28, 2021 @ 03:37:47.000","Logstash Airways",Melbourne,AU,Belogorsk,RU,"664.784","$885.98",false,"No Delay"
"Oct 28, 2021 @ 03:36:42.000","Logstash Airways",Zurich,CH,Zurich,CH,0,"$159.34",false,"No Delay"
"Oct 28, 2021 @ 03:12:46.000","Logstash Airways",Ottawa,CA,Ottawa,CA,0,"$118.85",false,"No Delay"
"Oct 28, 2021 @ 03:06:50.000","ES-Air",Cologne,DE,"San Juan",PR,"382.166","$868.49",false,"No Delay"
"Oct 28, 2021 @ 03:06:02.000",JetBeats,"San Juan",PR,Melbourne,AU,"817.135","$265.38",false,"No Delay"
"Oct 28, 2021 @ 03:05:16.000","Logstash Airways",Brisbane,AU,Mumbai,IN,"983.605","$422.39",false,"NAS Delay"
"Oct 28, 2021 @ 02:58:29.000","Kibana Airlines",Edmonton,CA,"New Delhi",IN,"572.371","$883.15",false,"No Delay"
"Oct 28, 2021 @ 02:53:11.000","ES-Air",Toronto,CA,Vienna,AT,"610.984","$752.82",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 02:42:54.000","Kibana Airlines",Huntsville,US,"New Delhi",IN,"800.455","$373.49",true,"No Delay"
"Oct 28, 2021 @ 02:42:19.000","Logstash Airways",Tokoname,JP,Milan,IT,"750.442","$520.63",false,"Carrier Delay"
"Oct 28, 2021 @ 02:40:52.000","Logstash Airways",Beijing,CN,Sydney,AU,"595.622","$652.61",false,"No Delay"
"Oct 28, 2021 @ 02:30:46.000","Logstash Airways",Sydney,AU,Vienna,AT,"1,227.762","$522.97",false,"No Delay"
"Oct 28, 2021 @ 02:29:14.000",JetBeats,Brisbane,AU,Munich,DE,"1,030.008","$388.66",false,"NAS Delay"
"Oct 28, 2021 @ 02:24:03.000","Kibana Airlines",Huntsville,US,Rome,IT,"647.515","$825.21",false,"Carrier Delay"
"Oct 28, 2021 @ 02:13:48.000","ES-Air","Frankfurt am Main",DE,Osaka,JP,"442.075","$785.54",false,"No Delay"
"Oct 28, 2021 @ 02:10:44.000","Logstash Airways",Bangalore,IN,Tokyo,JP,"335.36","$613.88",false,"No Delay"
"Oct 28, 2021 @ 02:08:44.000",JetBeats,Helsinki,FI,Quito,EC,"671.848","$338.42",false,"No Delay"
"Oct 28, 2021 @ 02:07:11.000",JetBeats,Norfolk,US,Pisa,IT,"392.119","$656.02",false,"No Delay"
"Oct 28, 2021 @ 02:05:15.000",JetBeats,"Los Angeles",US,Tokyo,JP,"551.963","$350.48",false,"No Delay"
"Oct 28, 2021 @ 02:01:10.000","Kibana Airlines",Seoul,KR,Shanghai,CN,"44.189","$744.53",false,"No Delay"
"Oct 28, 2021 @ 01:58:00.000","ES-Air",Quito,EC,"Buenos Aires",AR,"468.249","$446.16",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 01:58:00.000","Kibana Airlines",Osaka,JP,Munich,DE,"634.525","$991.21",false,"Carrier Delay"
"Oct 28, 2021 @ 01:55:56.000","Logstash Airways",Seoul,KR,Milan,IT,"741.502","$882.66",true,"No Delay"
"Oct 28, 2021 @ 01:32:16.000","Kibana Airlines",Portland,US,Winnipeg,CA,"162.577","$299.44",false,"No Delay"
"Oct 28, 2021 @ 01:25:29.000","Logstash Airways",Bari,IT,Toronto,CA,"496.592","$360.93",false,"No Delay"
"Oct 28, 2021 @ 01:24:30.000",JetBeats,Seattle,US,Tokyo,JP,"406.868","$999.27",false,"No Delay"
"Oct 28, 2021 @ 01:19:55.000","Logstash Airways",Cleveland,US,Vienna,AT,"519.437","$500.81",false,"No Delay"
"Oct 28, 2021 @ 01:16:56.000","Logstash Airways",Portland,US,Belogorsk,RU,"365.501","$281.47",false,"No Delay"
"Oct 28, 2021 @ 01:08:27.000",JetBeats,Lima,PE,Rome,IT,"570.468","$256.76",false,"No Delay"
"Oct 28, 2021 @ 01:02:29.000","Kibana Airlines",Chengdu,CN,Indianapolis,US,"867.878","$692.91",true,"No Delay"
"Oct 28, 2021 @ 00:58:20.000","Kibana Airlines",Johannesburg,ZA,Sydney,AU,"836.246","$505.81",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 00:53:34.000","Kibana Airlines",Seoul,KR,Hyderabad,IN,"730.338","$634.16",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 00:53:09.000","ES-Air",Dubai,AE,Zurich,CH,"367.176","$696.88",false,"No Delay"
"Oct 28, 2021 @ 00:50:34.000","Logstash Airways",Tokoname,JP,Rome,IT,"778.365","$596.7",true,"NAS Delay"
"Oct 28, 2021 @ 00:47:10.000","ES-Air",Osaka,JP,Quito,EC,"705.514","$916.95",false,"No Delay"
"Oct 28, 2021 @ 00:41:38.000","ES-Air",Tokyo,JP,Pisa,IT,"493.074","$849.12",false,"No Delay"
"Oct 28, 2021 @ 00:40:26.000","Logstash Airways",Bangor,US,"Jeju City",KR,"924.645","$675.3",false,"Late Aircraft Delay"
"Oct 28, 2021 @ 00:34:00.000",JetBeats,Portland,US,Tucson,US,"208.507","$142.59",true,"No Delay"
"Oct 28, 2021 @ 00:25:22.000",JetBeats,Beijing,CN,Toronto,CA,"814.34","$963.81",false,"No Delay"
"Oct 28, 2021 @ 00:17:42.000","Kibana Airlines",Pittsburgh,US,Verona,IT,"469.266","$777.4",false,"No Delay"
"Oct 28, 2021 @ 00:04:46.000",JetBeats,Albuquerque,US,Osaka,JP,"552.773","$368.99",true,"No Delay"
"Oct 28, 2021 @ 00:04:26.000",JetBeats,Adelaide,AU,Istanbul,TR,"931.736","$628.3",false,"No Delay"
"Oct 28, 2021 @ 00:02:03.000","ES-Air","Cape Town",ZA,Verona,IT,"490.17","$603.78",false,"No Delay"
"Oct 27, 2021 @ 23:58:43.000","Kibana Airlines",London,GB,London,GB,0,"$170.86",false,"No Delay"
"Oct 27, 2021 @ 23:49:58.000",JetBeats,Brisbane,AU,Boston,US,"1,122.639","$352.56",false,"No Delay"
"Oct 27, 2021 @ 23:39:04.000","ES-Air",Bogota,CO,Torino,IT,"642.712","$453.79",false,"No Delay"
"Oct 27, 2021 @ 23:39:04.000","Kibana Airlines",Warsaw,PL,Zurich,CH,"73.816","$646.71",false,"No Delay"
"Oct 27, 2021 @ 23:39:04.000",JetBeats,Tokoname,JP,Detroit,US,"659.025","$355.54",true,"No Delay"
"Oct 27, 2021 @ 23:36:41.000","ES-Air",Palermo,IT,Pittsburgh,US,"636.181","$843.05",false,"No Delay"
"Oct 27, 2021 @ 23:34:42.000",JetBeats,Tokyo,JP,Hyderabad,IN,"691.475","$359.87",false,"NAS Delay"
"Oct 27, 2021 @ 23:31:30.000",JetBeats,Mumbai,IN,Milan,IT,"434.376","$947.54",false,"No Delay"
"Oct 27, 2021 @ 23:30:13.000","Kibana Airlines",Guangzhou,CN,Melbourne,AU,"470.17","$624.62",false,"No Delay"
"Oct 27, 2021 @ 23:27:50.000","ES-Air",Paris,FR,"Buenos Aires",AR,"922.961","$388.81",false,"No Delay"
"Oct 27, 2021 @ 23:27:40.000",JetBeats,"Jeju City",KR,Quito,EC,"1,192.033","$940.61",false,"No Delay"
"Oct 27, 2021 @ 23:25:39.000","Kibana Airlines",Norfolk,US,Pisa,IT,"336.102","$611.32",false,"No Delay"
"Oct 27, 2021 @ 23:24:12.000","Logstash Airways",Bogota,CO,Helsinki,FI,"832.743","$676.91",false,"Carrier Delay"
"Oct 27, 2021 @ 23:02:34.000","Kibana Airlines",Barcelona,ES,Naples,IT,"60.367","$736.57",true,"No Delay"
"Oct 27, 2021 @ 22:58:45.000",JetBeats,Sydney,AU,Treviso,IT,"1,345.871","$493.2",false,"Late Aircraft Delay"
"Oct 27, 2021 @ 22:56:55.000",JetBeats,Helsinki,FI,Belogorsk,RU,"655.116","$786.3",false,"Late Aircraft Delay"
"Oct 27, 2021 @ 22:55:00.000","ES-Air",Osaka,JP,"San Juan",PR,"915.941","$572.94",false,"No Delay"
"Oct 27, 2021 @ 22:45:24.000",JetBeats,Amsterdam,NL,Munich,DE,"300.494","$948.44",false,"NAS Delay"
"Oct 27, 2021 @ 22:41:50.000","Kibana Airlines",Belogorsk,RU,Vienna,AT,"482.686","$811.68",true,"No Delay"
"Oct 27, 2021 @ 22:37:49.000","Logstash Airways",London,GB,Montreal,CA,"438.429","$451.53",true,"No Delay"
"Oct 27, 2021 @ 22:37:15.000","Kibana Airlines","New York",US,Rome,IT,"604.481","$802.73",false,"Weather Delay"
"Oct 27, 2021 @ 22:36:54.000","ES-Air",Tokyo,JP,Sydney,AU,"725.441","$499.31",false,"Late Aircraft Delay"
"Oct 27, 2021 @ 22:32:19.000",JetBeats,"San Juan",PR,Wichita,US,"265.937","$329.66",false,"No Delay"
"Oct 27, 2021 @ 22:27:14.000","Logstash Airways",Osaka,JP,"Mexico City",MX,"617.811","$621.51",false,"No Delay"
